ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00590,C7335,2025-10-24 07:51:01,1313,2,33.07,Electronics,Payment,High,"""Please assist me as I'm experiencing issues with the payment for an Electronics item that I purchased. The payment has been declined, and I've tried multiple times to resolve the issue but to no avail. I'm very frustrated and need this resolved ASAP.""",1
T00591,C3266,2025-11-17 12:17:26,1683,0,2.05,Clothing,Other,High,"“I am having a major problem with the clothing item I recently purchased. Upon receiving the product, I noticed that there was a significant amount of missing fabric on the sleeves and neckline. This has ruined my outfit and left me extremely frustrated. I implore you to assist me in resolving this issue as soon as possible so that I may return the product and receive a replacement or refund.”",1
T00592,C5731,2025-11-05 18:53:19,1052,1,25.62,Electronics,Payment,High,"Subject: Urgent Assistance with Electronics Payment Dear Support Team, I am writing to report a critical issue with my recent purchase of an Electronics item. Despite multiple attempts, I have been unable to complete the payment process and I am extremely frustrated. I urgently need your assistance to resolve this matter as soon as possible.",1
T00593,C5515,2026-01-03 11:18:28,1994,0,7.08,Clothing,Delivery,High,"Subject: Delivery Issue for Clothing Item Dear Support Team, I am writing to bring your attention to an issue I am facing with the delivery of a clothing item that I recently ordered on your platform. The item was supposed to be delivered on [date], but it has not arrived yet, and I have not received any updates about the delivery status. Can you please look into this matter and provide me with an estimated delivery time or let me know if there is",0
T00594,C2345,2025-12-31 09:43:25,1058,0,32.86,Electronics,Payment,Medium,I had an issue with my recent payment for an Electronics item. The payment was declined and I have been unable to resolve the issue. I would greatly appreciate any assistance you could provide in resolving this matter.,0
T00595,C7986,2025-10-24 18:47:18,1264,0,2.51,Beauty,Delivery,High,"I have been waiting for my delivery of a Beauty item for over a week now. My package was marked as delivered, but I have yet to receive it. I am extremely frustrated and worried about the condition of the product. Can someone please help me resolve this issue as soon as possible?",1
T00596,C3490,2026-01-03 04:27:25,1254,3,14.38,Clothing,Refund,High,"""Hi there, I recently purchased a Clothing item on your platform and I'm not completely satisfied with it. I was wondering if it's possible to initiate a refund for this item. Thank you for your help.""",0
T00597,C8768,2025-11-02 11:35:11,1975,1,10.7,Groceries,Product,Low,"Subject: Groceries - Product Issue Dear Support Team, I am writing to bring your attention to a problem I am facing with the Groceries item I purchased recently. The item arrived damaged and I am not satisfied with its condition. Could you please assist me in resolving this issue as soon as possible? Thank you.",0
T00598,C7961,2025-12-26 17:48:31,803,2,31.09,Clothing,Refund,High,"Dear [eCommerce Platform], I have recently purchased a clothing item on your website, but I received a damaged product. I am extremely frustrated and would like to request a refund immediately. Can you please assist me in resolving this issue as soon as possible?",1
T00599,C3490,2025-11-07 07:37:04,1159,0,47.62,Electronics,Payment,Medium,--- Subject: Urgent Payment Issue for Electronics Order I am writing to report an issue with my recent electronics order. I attempted to make the payment but was met with an error message stating that my payment method could not be processed. This is extremely frustrating as I urgently need the item and have already waited several days for it to ship. Could you please look into this issue and resolve it as soon as possible?,1
T00600,C2600,2026-01-02 18:16:22,428,1,47.62,Home,Payment,High,I'm having a serious issue with my recent purchase of a Home item. I'm unable to complete the payment due to an error on your platform. I need this resolved immediately so I can receive my item. Please help!,1
T00601,C5515,2025-10-19 07:33:23,1324,0,7.15,Beauty,Delivery,High,"Subject: Urgent Delivery Issue for Beauty Item Dear Support Team, I hope this message finds you well. I recently placed an order for a Beauty item on your platform and I am extremely frustrated to inform you that it has not arrived yet. The estimated delivery date has come and gone, and I have yet to receive any updates regarding the status of my order. Can you please look into this matter and provide me with an update on when I can expect",1
T00602,C1545,2026-01-03 01:08:53,798,2,2.05,Clothing,Refund,Low,"Subject: Refund Request for Clothing item Dear Support Team, I am writing to request a refund for a clothing item that I recently purchased on your platform. Upon receiving the item, I realized that it did not meet the standards as it was described in the product listing. I would like to request a full refund for the item. Thank you for your assistance in this matter. Best regards, Sanjida",0
T00603,C4764,2025-11-11 11:51:50,1011,0,16.02,Clothing,Payment,Medium,"""Hello, I'm having serious trouble making a payment for a clothing item on your platform. I've tried multiple times, and every time I receive an error message. This is a very urgent issue as I need the item as soon as possible. Could you please help me resolve this issue?""",1
T00604,C7986,2025-11-14 23:19:20,1817,1,2.05,Clothing,Product,High,"""Hi there, I am having an issue with the Clothing item I recently purchased. The product arrived damaged, with a small tear on the sleeve. I would like to request a replacement or a refund, please.""",0
T00605,C3408,2025-12-08 23:19:04,872,0,5.31,Home,Delivery,Low,"Subject: Delivery Issue with Home Item Purchase Dear Support Team, I recently purchased a home item from your platform and was expecting it to arrive by [Date]. However, the delivery has been delayed and I have not received my package yet. This is extremely frustrating as I urgently need the item for [purpose]. Could you please investigate and provide me with an update on the status of my order? Thank you.",1
T00606,C5766,2025-11-29 03:20:15,600,1,33.66,Electronics,Refund,High,"Dear support team, I recently purchased an Electronics item from your platform and I am very disappointed to inform you that it arrived damaged. I have tried to contact your customer service team multiple times but I have not received a response yet. Can you please assist me in getting a refund for this faulty product as soon as possible? Thank you.",1
T00607,C8737,2025-12-16 23:24:45,983,3,24.07,Clothing,Product,Low,"Ticket: ""I've noticed a small tear on the left sleeve of the sweater I ordered last week. I'm wondering if it's possible to get a replacement or if there's a way to fix it.""",0
